time,voltage
5.2653,-68.85057851213311
5.2654,-66.56091736643677
5.2655,-65.3303270437774
5.2656,-61.79679030679364
5.2657,-63.429779882476794
5.2658,-65.604291951968
5.2659,-65.5060443042137
5.266,-66.60106637320611
5.2661,-62.81936054631855
5.2662,-62.58091518497916
5.2663,-67.6765388511694
5.2664,-68.44130873276666
5.2665,-65.63703293297779
5.2666,-65.39182426045633
5.2667,-64.48266921727912
5.2668,-68.34939932022458
5.2669,-66.43123495815725
5.267,-65.16480560683982
5.2671,-66.55760219397445
5.2672,-63.28427811961242
5.2673,-61.26293450942441
5.2674,-66.07728078951114
5.2675,-63.22160200215034
5.2676,-65.71434697621619
5.2677,-66.860343061035
5.2678,-66.42448181748102
5.2679,-63.462742445417156
5.268,-66.28324783128105
5.2681,-65.89211397388996
5.2682,-67.28766430754112
5.2683,-63.73214178119508
5.2684,-64.08367995745627
5.2685,-62.089944784696854
5.2686,-63.80739780361418
5.2687,-64.17418266047407
5.2688,-63.8334390727806
5.2689,-65.51187177555664
5.269,-64.77976859588941
5.2691,-63.1376166510004
5.2692,-66.64043245905299
5.2693,-61.596636971092536
5.2694,-63.72403225433779
5.2695,-60.95767424383464
5.2696,-67.3509106335874
5.2697,-67.35115840372781
5.2698,-64.2559755697988
5.2699,-64.75287705352567
5.27,-65.91411736904944
5.2701,-67.53872513687803
5.2702,-65.53550107054689
5.2703,-64.56574911999209
5.2704,-67.61699177407262
5.2705,-65.82075824040831
5.2706,-64.23512942473155
5.2707,-63.42460581743175
5.2708,-65.57247036501983
5.2709,-66.60210313376028
5.271,-64.76956626559398
5.2711,-65.4135305051627
5.2712,-67.9301004406175
5.2713,-65.90101900832535
5.2714,-66.17956337670238
5.2715,-64.95443407493204
5.2716,-66.46743298043837
5.2717,-66.09688485300457
5.2718,-65.36435375382874
5.2719,-63.723221398996635
5.272,-64.81437868636803
5.2721,-59.67020902765246
5.2722,-67.52978251576238
5.2723,-63.17662771910961
5.2724,-65.15615913539455
5.2725,-67.78844603663185
5.2726,-65.75679132114296
5.2727,-68.02694659626708
5.2728,-64.83470644950788
5.2729,-65.60997712777574
5.273,-66.37030728539935
5.2731,-67.12024929801248
5.2732,-62.96659409746683
5.2733,-65.31940400931875
5.2734,-64.58100048091389
5.2735,-64.64626499606666
5.2736,-64.7838602444667
5.2737,-65.65309430574727
5.2738,-61.96477346229889
5.2739,-60.52735721190681
5.274,-62.104201050041496
5.2741,-64.95710779966917
5.2742,-65.09498196397806
5.2743,-62.814484946196686
5.2744,-66.51526263883082
5.2745,-61.579370843173805
5.2746,-63.41715492495175
5.2747,-65.55946318006526
5.2748,-64.43619067955562
5.2749,-63.74623179300678
5.275,-65.85504414807241
5.2751,-62.93126816266725
5.2752,-62.454341751683685
5.2753,-65.52527800944013
5.2754,-65.9513013627533
5.2755,-65.21082191463162
5.2756,-67.31365740977763
5.2757,-68.33515157603023
5.2758,-65.86652701437835
5.2759,-66.9199081914708
5.276,-61.45856349493711
5.2761,-65.9124172232497
5.2762,-64.08858579608456
5.2763,-66.25641579948918
5.2764,-61.435529212684536
5.2765,-65.38781135581932
5.2766,-67.4873151659402
5.2767,-63.65949183033134
5.2768,-64.48111424949693
5.2769,-62.59386517520221
5.277,-65.30823245762998
5.2771,-64.78424650022326
5.2772,-68.01478411881111
5.2773,-63.329026102332406
5.2774,-64.87457341440394
5.2775,-65.24839621728162
5.2776,-65.45858189376379
5.2777,-65.56455810741448
5.2778,-63.30196009825203
5.2779,-66.85117808044292
5.278,-63.51301276604323
5.2781,-68.21068914697183
5.2782,-68.8331156880977
5.2783,-62.17854372841351
5.2784,-67.04576203253971
5.2785,-64.78841141991612
5.2786,-65.53600970633278
5.2787,-64.31165254281923
5.2788,-64.89720165019854
5.2789,-62.913980217536796
5.279,-67.85839584524571
5.2791,-63.658137757179226
5.2792,-65.10260694746486
5.2793,-68.06451843800504
5.2794,-66.05980225976064
5.2795,-68.20777954065814
5.2796,-68.34645641463203
5.2797,-65.87327139475451
5.2798,-62.62732539323452
5.2799,-64.3747552921984
5.28,-62.40124348955993
5.2801,-64.84809778933557
5.2802,-61.90046509394259
5.2803,-62.106810445320285
5.2804,-66.8999957562011
5.2805,-64.85799868859301
5.2806,-66.44485610488736
5.2807,-65.28963601724276
5.2808,-61.683575513575704
5.2809,-66.28322613783298
5.281,-67.37231713692883
5.2811,-67.24000514865438
5.2812,-65.79093513727132
5.2813,-57.50924154404834
5.2814,-62.054355388581
5.2815,-70.74590227686978
5.2816,-65.0716093549993
5.2817,-66.25791788721008
5.2818,-63.02735462304953
5.2819,-67.35800652112174
5.282,-67.07287577348774
5.2821,-66.14297247659455
5.2822,-66.38341272073666
5.2823,-63.69691067644089
5.2824,-65.66910227061308
5.2825,-62.99350549335146
5.2826,-66.6206872187463
5.2827,-63.26848249388969
5.2828,-67.3140982595504
5.2829,-63.77049270355563
5.283,-65.999770213269
5.2831,-63.21672917551051
5.2832,-69.8818405598509
5.2833,-66.56651226544773
5.2834,-62.663349997121536
5.2835,-65.40368670006572
5.2836,-68.40251488662904
5.2837,-66.4139757800048
5.2838,-64.23283088899677
5.2839,-66.62182401345434
5.284,-62.677894941746786
5.2841,-62.82979843417269
5.2842,-63.66457117081409
5.2843,-62.93831920149018
5.2844,-66.03036105750478
5.2845,-62.02575345628959
5.2846,-62.84873874629773
5.2847,-65.25775466066578
5.2848,-68.25290438006438
5.2849,-69.73348139081499
5.285,-63.02065912837395
5.2851,-68.22212832174428
5.2852,-66.84260405024517
5.2853,-64.04583666822418
5.2854,-67.59952341057364
5.2855,-60.13133002991206
5.2856,-64.52510272248345
5.2857,-62.04381401515852
5.2858,-62.914825863130005
5.2859,-70.07593307740879
5.286,-63.511089792907484
5.2861,-65.03227217713112
5.2862,-65.12493747359181
5.2863,-65.05079912815272
5.2864,-62.89057142522033
5.2865,-61.70926124345826
5.2866,-67.38424308570696
5.2867,-64.84539464706715
5.2868,-62.196151671884984
5.2869,-65.41482267278167
5.287,-64.5940380783178
5.2871,-64.56542928951596
5.2872,-60.77045911337443
5.2873,-63.50328085488496
5.2874,-60.8587594575162
5.2875,-61.51280414801355
5.2876,-65.45408327280681
5.2877,-64.39843732181049
5.2878,-60.895689166980546
5.2879,-67.28345767801439
5.288,-63.47777526011696
5.2881,-63.45765003726221
5.2882,-65.55280224108928
5.2883,-65.76085418613917
5.2884,-65.48641895699073
5.2885,-63.595106252248584
5.2886,-62.05407121735337
5.2887,-63.52197171808918
5.2888,-67.5155396620404
5.2889,-61.98829164385382
5.289,-62.61414528087983
5.2891,-65.49120307653837
5.2892,-66.30895331071115
5.2893,-66.81636139668544
5.2894,-62.85132566894674
5.2895,-68.7587628583621
5.2896,-62.8022595250081
5.2897,-65.90265941197973
5.2898,-64.43018887017828
5.2899,-71.84275924243344
5.29,-68.54667612080692
5.2901,-66.3587404858507
5.2902,-66.82478542654594
5.2903,-63.483151489040885
5.2904,-64.39359719007388
5.2905,-61.131873119146405
5.2906,-63.97333829733012
5.2907,-66.30016252656951
5.2908,-62.553306903059834
5.2909,-65.92612693624707
5.291,-66.04097639785824
5.2911,-64.99575410508312
5.2912,-61.7616156708906
5.2913,-62.897898640100934
5.2914,-62.96024032207405
5.2915,-61.07897472861617
5.2916,-63.00764266693779
5.2917,-67.45690762380066
5.2918,-63.923354382938996
5.2919,-61.75368367319038
5.292,-68.03645015126692
5.2921,-65.03074035981346
5.2922,-67.13570274273341
5.2923,-64.74306022914948
5.2924,-62.72952885062228
5.2925,-62.31452733610694
5.2926,-65.36837360189946
5.2927,-63.67722431437455
5.2928,-68.00812650820491
5.2929,-68.49690364773987
5.293,-62.76080932685551
5.2931,-71.05293505354813
5.2932,-66.37465180278431
5.2933,-63.64618616471052
5.2934,-64.5587570949723
5.2935,-70.67245810291804
5.2936,-63.948683766752765
5.2937,-66.72257736707991
5.2938,-64.75836905856572
5.2939,-66.24799907453604
5.294,-66.38437502453166
5.2941,-68.59926052287702
5.2942,-65.71805700271351
5.2943,-62.527622466231136
5.2944,-65.84527212512518
5.2945,-65.75438105929206
5.2946,-66.40901759725185
5.2947,-67.57223463318583
5.2948,-66.9955649308543
5.2949,-64.55684305039654
5.295,-60.08150575382513
5.2951,-63.04892206381285
5.2952,-63.75992332795697
5.2953,-61.01700798652574
5.2954,-64.0641433157217
5.2955,-62.85074417000173
5.2956,-64.572150059902
5.2957,-64.095955365931
5.2958,-67.81701225427243
5.2959,-65.6199405506113
5.296,-66.12384737470313
5.2961,-66.22992935215476
5.2962,-66.34731944601847
5.2963,-62.13797901015509
5.2964,-65.73708305481287
5.2965,-65.28891778401379
5.2966,-60.47051961013208
5.2967,-63.449084037045736
5.2968,-64.98407863476571
5.2969,-62.88322112083825
5.297,-66.33822340918536
5.2971,-65.84931754942806
5.2972,-65.72332466191278
5.2973,-64.50088988758709
5.2974,-64.06657282821955
5.2975,-66.89842867796025
5.2976,-64.186022730085
5.2977,-63.79109216021836
5.2978,-65.93539988080663
5.2979,-65.33105482679491
5.298,-67.27390187859028
5.2981,-68.01782871934914
5.2982,-67.29424330892655
5.2983,-63.55872605718886
5.2984,-63.9539619418291
5.2985,-61.14491147014009
5.2986,-64.92344698145963
5.2987,-64.89658013195546
5.2988,-64.32571159463781
5.2989,-67.13391878505317
5.299,-63.193190249812126
5.2991,-64.2358307774641
5.2992,-66.89472045793168
5.2993,-64.25665396489913
5.2994,-63.48307506649871
5.2995,-67.66291550521768
5.2996,-62.88539117481817
5.2997,-65.9004846197501
5.2998,-71.14065185348544
5.2999,-63.05607284391359
5.3,-62.31453074885069
5.3001,-67.2470916386425
5.3002,-68.34202166486459
5.3003,-62.344283013800265
5.3004,-66.23472279033845
5.3005,-62.310235024994526
5.3006,-68.58392371027628
5.3007,-62.18968775946701
5.3008,-62.85329540924563
5.3009,-63.918872846898076
5.301,-69.00851579763085
5.3011,-65.72481319366997
5.3012,-62.98497461408464
5.3013,-68.37399741126006
5.3014,-66.04469475284935
5.3015,-64.20710212355237
5.3016,-67.31794597406825
5.3017,-62.398995446909986
5.3018,-62.79478516242866
5.3019,-64.51561801254627
5.302,-64.13194848382162
5.3021,-66.08094790925884
5.3022,-63.82058400443441
5.3023,-66.19543902000808
5.3024,-65.39356249774556
5.3025,-65.98481774220657
5.3026,-62.128948859367036
5.3027,-62.58588263942275
5.3028,-67.00689078514823
5.3029,-62.324750792440526
5.303,-66.59603589246767
5.3031,-61.29426001589215
5.3032,-61.85809882452669
5.3033,-60.614455351378254
5.3034,-64.41410981698918
5.3035,-65.56097683449205
5.3036,-65.60552655427283
5.3037,-64.24963637464123
5.3038,-67.02803504446351
5.3039,-69.81926620621104
5.304,-65.79932868114379
5.3041,-64.91814417264736
5.3042,-63.888946928043865
5.3043,-64.2055511796481
5.3044,-64.71834529647172
5.3045,-62.661058262068615
5.3046,-66.74524436429441
5.3047,-66.34404900921271
5.3048,-60.781650864638934
5.3049,-71.36753863600674
5.305,-62.761936356097785
5.3051,-63.873180312314496
5.3052,-65.00276708845462
5.3053,-63.20765866999124
5.3054,-63.56301464082576
5.3055,-67.91859880056643
5.3056,-66.94784220377043
5.3057,-65.96136379369888
5.3058,-69.2425141271822
5.3059,-65.01728141275971
5.306,-63.72497405213265
5.3061,-62.66853544333542
5.3062,-64.84406061034409
5.3063,-66.49914030069871
5.3064,-64.5519904665291
5.3065,-65.1574564406775
5.3066,-63.42983737386499
5.3067,-65.09076270153761
5.3068,-63.22108919539719
5.3069,-65.52284204965865
5.307,-62.419547027643084
5.3071,-64.64491101695225
5.3072,-66.19577492462375
5.3073,-65.66627037403617
5.3074,-63.54591446210634
5.3075,-67.54144947520675
5.3076,-65.25908877995887
5.3077,-62.86158741172567
5.3078,-63.96622976742215
5.3079,-67.30162368871144
5.308,-64.37751896552744
5.3081,-67.68400942187188
5.3082,-64.62691661365957
5.3083,-62.24030456328994
5.3084,-64.85319973505248
5.3085,-67.26382359547902
5.3086,-65.3819788407522
5.3087,-64.61106542546038
5.3088,-62.815789201831265
5.3089,-62.83374337291979
5.309,-67.17847334203722
5.3091,-65.64817638974822
5.3092,-64.2126627782671
5.3093,-66.20953808539043
5.3094,-64.00323357059068
5.3095,-67.69606214281596
5.3096,-64.47719152853556
5.3097,-62.9453580775892
5.3098,-64.89209915523415
5.3099,-64.648520469408
5.31,-63.311382927274394
5.3101,-65.8882081250528
5.3102,-63.75593053339854
5.3103,-65.06112120556388
5.3104,-66.8161820537112
5.3105,-63.19537528786443
5.3106,-62.198149946033475
5.3107,-62.68295610509763
5.3108,-63.19548890226786
5.3109,-63.978705617341916
5.311,-64.27410664361071
5.3111,-65.18763999076573
5.3112,-66.32524388477839
5.3113,-69.13178938050152
5.3114,-68.13471544932165
5.3115,-64.9708449561184
5.3116,-67.55278599118944
5.3117,-64.1718150215752
5.3118,-61.50522292490784
5.3119,-71.45061237798768
5.312,-66.94499069796473
5.3121,-60.62824278228852
5.3122,-63.33155009759292
5.3123,-65.22333140105327
5.3124,-66.06377938910612
5.3125,-63.828371234622374
5.3126,-63.04159020799556
5.3127,-67.53877491691355
5.3128,-62.01641061534925
5.3129,-64.203074804929
5.313,-63.123714788515215
5.3131,-62.95200465090243
5.3132,-64.37545824358051
5.3133,-64.10913822785471
5.3134,-63.96450235657823
5.3135,-65.71420159755121
5.3136,-63.70307108564974
5.3137,-65.51911876820823
5.3138,-64.99868428655566
5.3139,-61.87217867930385
5.314,-65.07207564417146
5.3141,-64.17298389957193
5.3142,-65.3495496397532
5.3143,-65.73165315266749
5.3144,-61.14257590370312
5.3145,-67.92883649261209
5.3146,-64.89579255753594
5.3147,-67.40363736735424
5.3148,-62.49121403900065
5.3149,-65.12315952910942
5.315,-65.93762594091869
5.3151,-68.6700232962407
5.3152,-61.847442282801325
5.3153,-67.65561042582894
5.3154,-64.02648320568788
5.3155,-63.136442765028825
5.3156,-60.65220544074358
5.3157,-66.10251848275014
5.3158,-66.71096716120215
5.3159,-65.85455073888164
5.316,-66.17668214147682
5.3161,-68.76723607706766
5.3162,-61.729096530070024
5.3163,-65.83610059996613
5.3164,-65.3193489843547
5.3165,-63.74508557153127
5.3166,-62.2278083641405
5.3167,-67.32113334513251
5.3168,-64.28476172460203
5.3169,-67.43156899724148
5.317,-64.3327033089057
5.3171,-64.41557174713574
5.3172,-65.94602405818972
5.3173,-64.53308895102761
5.3174,-64.49642528265564
5.3175,-65.16335771884093
5.3176,-65.40919810628628
5.3177,-67.72874608337142
5.3178,-67.18143031592349
5.3179,-66.22844989014607
5.318,-67.01735592066554
5.3181,-66.14657626259353
5.3182,-65.152313421033
5.3183,-64.82350003519336
5.3184,-63.876644582553396
5.3185,-64.68623307240263
5.3186,-64.76198414902541
5.3187,-63.927187359539104
5.3188,-66.83377574031175
5.3189,-66.66648889528413
5.319,-65.74642186890776
5.3191,-66.39440795572948
5.3192,-68.50613913594124
5.3193,-63.84802640901136
5.3194,-66.99663653187226
5.3195,-61.37678739012987
5.3196,-64.6692647045549
5.3197,-68.0034515465818
5.3198,-63.66613336102902
5.3199,-64.93344447335048
5.32,-64.41803748361055
5.3201,-65.9951328627769
5.3202,-66.86249156652575
5.3203,-67.92254130549134
5.3204,-67.56400222794312
5.3205,-67.736199670818
5.3206,-65.7148020524818
5.3207,-65.10321465174611
5.3208,-68.0941605900448
5.3209,-63.19464424570015
5.321,-64.71671050898462
5.3211,-60.14576605827437
5.3212,-65.81019757383916
5.3213,-60.534057241603136
5.3214,-63.50802972937521
5.3215,-68.91868627536394
5.3216,-67.38134211070626
5.3217,-64.36409847760845
5.3218,-68.49518250034293
5.3219,-66.79251338819338
5.322,-68.18467519976899
5.3221,-60.72257640821603
5.3222,-62.802744086419025
5.3223,-65.67796571930232
5.3224,-61.97519541010889
5.3225,-62.48418365937765
5.3226,-62.379320284246795
5.3227,-66.11866195610526
5.3228,-65.61777178671771
5.3229,-67.19318451573714
5.323,-65.22742869189659
5.3231,-66.62511510361934
5.3232,-67.14825895895059
5.3233,-62.73680526508873
5.3234,-63.656777566970085
5.3235,-66.76482774581508
5.3236,-63.1090926205898
5.3237,-64.38236390370116
5.3238,-65.63072810439917
5.3239,-61.81847836791448
5.324,-64.38923460301343
5.3241,-61.44495798218292
5.3242,-63.86819078235979
5.3243,-63.69625544397322
5.3244,-67.15170445779144
5.3245,-66.11420714855254
5.3246,-62.085071855042806
5.3247,-62.67612682384824
5.3248,-65.71666611234576
5.3249,-67.70587483782602
5.325,-61.68045210022476
5.3251,-62.86671452192173
5.3252,-67.28885022258677
5.3253,-67.28909639436034
5.3254,-61.332895690135054
5.3255,-66.01523373875726
5.3256,-65.97966954936905
5.3257,-66.36104919187366
5.3258,-64.28906008404407
5.3259,-67.8005507737531
5.326,-64.52480801450793
5.3261,-67.81347451940772
5.3262,-67.79940681145321
5.3263,-67.73126979310679
5.3264,-67.65434927404854
5.3265,-63.55527164592566
5.3266,-63.55461773556708
5.3267,-65.32540526513488
5.3268,-66.26312358440997
5.3269,-62.23640493065664
5.327,-63.610320765107474
5.3271,-67.35737149222926
5.3272,-64.29887983882085
5.3273,-64.40202726830432
5.3274,-63.5630984024474
5.3275,-59.50198453047467
5.3276,-66.63686415068976
5.3277,-63.89115362002415
5.3278,-62.00796089121343
5.3279,-61.563512992391125
5.328,-64.63890084618026
5.3281,-67.61528586832011
5.3282,-68.589793297513
5.3283,-63.347064273160576
5.3284,-64.31494211134222
5.3285,-64.74374285997276
5.3286,-64.43470867080065
5.3287,-63.04296817552461
5.3288,-63.90731318821651
5.3289,-64.22668927846934
5.329,-66.18716544249966
5.3291,-62.9210418299189
5.3292,-66.15460087899541
5.3293,-63.06450719064303
5.3294,-65.78530956484444
5.3295,-63.82114168570172
5.3296,-61.47277571295587
5.3297,-63.67885422175289
5.3298,-62.167300421974794
5.3299,-65.74286778143735
5.33,-64.80767852738988
5.3301,-65.70922808651753
5.3302,-68.31940034180937
5.3303,-62.86257954640711
5.3304,-63.862244328781756
5.3305,-64.00415593772134
5.3306,-62.53646825199843
5.3307,-67.27082314430571
5.3308,-67.75073069791668
5.3309,-62.51726557400447
5.331,-65.14068283913545
5.3311,-64.5702989838519
5.3312,-67.9342034212503
5.3313,-62.05575014076849
5.3314,-63.65748909862445
5.3315,-66.1512007241322
5.3316,-60.828595826967074
5.3317,-67.72693441515781
5.3318,-65.65883368139508
5.3319,-63.026077282892764
5.332,-62.69344550643693
5.3321,-67.98626889643312
5.3322,-65.56673721793898
5.3323,-63.50840349868006
5.3324,-62.053880007286054
5.3325,-62.222152134833436
5.3326,-63.599130673681415
5.3327,-64.82062721541482
5.3328,-65.35875131069538
5.3329,-64.00376047828742
5.333,-62.13196135987128
5.3331,-65.42804198329021
5.3332,-65.54634134504967
5.3333,-62.70949311472639
5.3334,-62.87678163307466
5.3335,-65.99979096841598
5.3336,-67.63751519106641
5.3337,-68.42688729179261
5.3338,-64.7396682154809
5.3339,-67.2091948454274
5.334,-63.20747857410857
5.3341,-68.43347081573756
5.3342,-61.77273981482331
5.3343,-65.67359231555321
5.3344,-66.59746270416296
5.3345,-66.08231424083272
5.3346,-66.72953516049493
5.3347,-61.9705914489834
5.3348,-63.65674032330668
5.3349,-64.80629749813323
5.335,-67.40575897832264
5.3351,-65.11008593112474
5.3352,-66.54124530515931
5.3353,-70.2619003685224
5.3354,-66.38721169591271
5.3355,-63.78952051853738
5.3356,-65.8522787745706
5.3357,-65.28997908044173
5.3358,-62.91801187559662
5.3359,-63.27609718391247
5.336,-61.07816557514416
5.3361,-69.38709819915404
5.3362,-66.68457547959702
5.3363,-63.18371659691302
5.3364,-64.1372092245977
5.3365,-64.80106744326345
5.3366,-66.20958282738275
5.3367,-64.54709705764056
5.3368,-64.66222631858129
5.3369,-68.70398330875767
5.337,-64.5727324258486
5.3371,-66.03406082238676
5.3372,-63.31787148976499
5.3373,-64.31068719965293
5.3374,-61.088189429508205
5.3375,-65.00014682828942
5.3376,-67.18262223959397
5.3377,-69.9773141032539
5.3378,-66.8765514527523
5.3379,-64.24529727754205
5.338,-63.73425843746727
5.3381,-66.21040571643083
5.3382,-65.86025900687959
5.3383,-64.86012734144803
5.3384,-64.23989358135879
5.3385,-62.959836622298965
5.3386,-66.17515434214931
5.3387,-66.48526232961032
5.3388,-60.95041512864657
5.3389,-61.43354304169126
5.339,-66.0588523493877
5.3391,-62.71492177731431
5.3392,-60.590582482020906
5.3393,-62.3660833224202
5.3394,-66.52581940123333
5.3395,-64.79037498969895
5.3396,-68.50362359662026
5.3397,-66.92989372465247
5.3398,-65.03060259077829
5.3399,-64.56048838554157
5.34,-66.38598156328794
5.3401,-70.50334624700328
5.3402,-64.61287428535279
5.3403,-63.54365674730209
5.3404,-63.4677537622363
5.3405,-65.41170366790027
5.3406,-65.27032311242024
5.3407,-64.50698871550465
5.3408,-64.18220169163071
5.3409,-65.18689864954808
5.341,-69.64596439805044
5.3411,-62.205904855093564
5.3412,-65.92867603600314
5.3413,-67.44779914064316
5.3414,-65.78516901351934
5.3415,-64.77662758368955
5.3416,-66.21816345129035
5.3417,-66.0800778247792
5.3418,-65.6492709557258
5.3419,-64.27637626315463
5.342,-66.59797772381759
5.3421,-64.32511501838023
5.3422,-67.76055831907607
5.3423,-60.98822909680217
5.3424,-62.855368042508275
5.3425,-65.54933878737033
5.3426,-64.33049999864986
5.3427,-67.33633816765676
5.3428,-63.876356642257115
5.3429,-63.30918288416161
5.343,-64.46734539319193
5.3431,-63.19543136100516
5.3432,-65.01406331987455
5.3433,-65.20276714102963
5.3434,-66.31973664191506
5.3435,-63.888192686634106
5.3436,-66.67311704465227
5.3437,-64.1712821431163
5.3438,-64.39355488592484
5.3439,-62.312033378277654
5.344,-63.8329942772178
5.3441,-68.51360495881055
5.3442,-66.3270377995511
5.3443,-66.37897243999846
5.3444,-66.46376803738764
5.3445,-63.06679763700707
5.3446,-69.40671812861497
5.3447,-62.15109334780058
5.3448,-63.00293025555477
5.3449,-64.62849092412462
5.345,-64.30160187865744
5.3451,-64.84997883140218
5.3452,-64.68283469350555
5.3453,-62.74731311967951
5.3454,-65.44740768420755
5.3455,-63.79932144545615
5.3456,-66.74250386437465
5.3457,-63.93492507961286
5.3458,-65.54547506629619
5.3459,-64.14402924567212
5.346,-66.72914143113735
5.3461,-64.10150805748395
5.3462,-65.09354135385806
5.3463,-61.87029236623196
5.3464,-64.48209917760268
5.3465,-64.01353521045661
5.3466,-65.88304150087507
5.3467,-64.37581785543992
5.3468,-64.05198153323086
5.3469,-65.70848140462134
5.347,-65.8644698010983
5.3471,-66.6132448509689
5.3472,-65.15210328186
5.3473,-66.30631800415973
5.3474,-64.41548627082364
5.3475,-66.58081030390099
5.3476,-65.24498373621766
5.3477,-66.89150340602835
5.3478,-62.71121518444911
5.3479,-64.95029989587793
5.348,-64.96815290592855
5.3481,-63.80904010517813
5.3482,-61.44951012133949
5.3483,-64.83780875921796
5.3484,-67.98178156497046
5.3485,-62.636129618308985
5.3486,-67.7146282438759
5.3487,-65.99287924423739
5.3488,-62.61496079888879
5.3489,-65.67044572510144
5.349,-66.14454049926219
5.3491,-64.43739687687562
5.3492,-64.98062809449111
5.3493,-66.38676523945843
5.3494,-63.24480601608548
5.3495,-62.54404872948837
5.3496,-62.2241559016122
5.3497,-63.896478271912066
5.3498,-66.40213361159725
5.3499,-67.5105598493007
5.35,-69.63377226221401
5.3501,-62.93377039690324
5.3502,-64.6108620209881
5.3503,-65.83783149571839
5.3504,-68.86660319805878
5.3505,-67.36620265385231
5.3506,-68.53099573374767
5.3507,-62.11618945760128
5.3508,-63.728605876522685
5.3509,-67.61188592839117
5.351,-61.72986083410484
5.3511,-66.44428517793611
5.3512,-64.3014404810411
5.3513,-64.2967613357095
5.3514,-65.18781470361063
5.3515,-65.6061837993845
5.3516,-64.93201078804533
5.3517,-65.55995847498734
5.3518,-64.50180102961019
5.3519,-64.42242852103844
5.352,-66.0484505525232
5.3521,-62.79750963990138
5.3522,-66.6740736753864
5.3523,-64.21959773994999
5.3524,-65.67875548132697
5.3525,-66.73798626112772
5.3526,-65.55483641032997
5.3527,-66.3216561806903
5.3528,-63.68253813494618
5.3529,-65.18910418895551
5.353,-62.26156218646904
5.3531,-66.90282230915184
5.3532,-69.39373980816342
5.3533,-64.21048236847507
5.3534,-61.55472096033692
5.3535,-64.02240852467466
5.3536,-66.88481819408662
5.3537,-67.04584049247464
5.3538,-60.94833355155408
5.3539,-65.75876089100527
5.354,-67.02981156352575
5.3541,-62.61916055928044
5.3542,-65.29446629644583
5.3543,-69.0547066855519
5.3544,-60.83420572372652
5.3545,-63.831187019355944
5.3546,-68.02334528476675
5.3547,-62.20841618947212
5.3548,-67.0956663203325
5.3549,-67.21605660384981
5.355,-66.78349204583
5.3551,-61.12098514168536
5.3552,-60.9091670919559
5.3553,-66.09588322178637
5.3554,-61.58876192443107
5.3555,-69.57400969871995
5.3556,-63.17188649299597
5.3557,-62.27165545920275
5.3558,-61.98711741061664
5.3559,-64.84620515103627
5.356,-63.867844438377425
5.3561,-66.43422868849294
5.3562,-64.94970432684669
5.3563,-65.32843165255402
5.3564,-65.44343754247949
5.3565,-62.73068678174999
5.3566,-64.57010112900302
5.3567,-61.61365541241461
5.3568,-64.50404818844571
5.3569,-60.61737483446165
5.357,-62.545579947086466
5.3571,-65.17360119326494
5.3572,-64.65080536446511
5.3573,-66.67997324893057
5.3574,-64.67958644512716
5.3575,-66.96503812452535
5.3576,-62.339260726119676
5.3577,-65.6872164022301
5.3578,-64.28870357326475
5.3579,-69.56258837104203
5.358,-65.53425930152665
5.3581,-65.7433227622113
5.3582,-63.15815319734612
5.3583,-63.955022293454384
5.3584,-62.963384416016375
5.3585,-64.11470228688549
5.3586,-62.53888727026431
5.3587,-64.16174063108622
5.3588,-67.75245896830822
5.3589,-65.18062635732949
5.359,-65.0776128694002
5.3591,-71.53037735729957
5.3592,-67.03307383279935
5.3593,-60.91652823363902
5.3594,-65.54909978035614
5.3595,-65.2106910848003
5.3596,-69.35669063055077
5.3597,-67.69446836346678
5.3598,-64.03133120424143
5.3599,-65.92949687102434
5.36,-67.21779236728904
5.3601,-62.405236098523595
5.3602,-66.4022843844412
5.3603,-67.60186873467022
5.3604,-64.91908016991329
5.3605,-66.62991915874831
5.3606,-66.6324670336563
5.3607,-65.12221264788165
5.3608,-66.28713580988537
5.3609,-68.33383949397039
5.361,-63.88286731467259
5.3611,-63.268154240068164
5.3612,-65.50118677509717
5.3613,-63.759670501844695
5.3614,-65.73781021805365
5.3615,-68.81990886683283
5.3616,-63.207152877711714
5.3617,-65.1983719004756
5.3618,-64.69800499191199
5.3619,-65.2126542375192
5.362,-65.36315124271339
5.3621,-64.71590166777686
5.3622,-64.6775586684356
5.3623,-62.47293741720096
5.3624,-64.12370130971539
5.3625,-62.64691912314028
5.3626,-61.98591605001363
5.3627,-68.22276588734664
5.3628,-62.4466492622545
5.3629,-63.69380479079104
5.363,-64.0231821998111
5.3631,-63.020865730421015
5.3632,-65.52959788469276
5.3633,-63.79482855831727
5.3634,-67.1155506907149
5.3635,-67.82410487903009
5.3636,-63.936625304199744
5.3637,-65.13893401327533
5.3638,-65.00582210905242
5.3639,-66.59529385362652
5.364,-64.21764596777001
5.3641,-65.85267960551847
5.3642,-65.09312280434158
5.3643,-65.97336835454011
5.3644,-66.60412031809257
5.3645,-65.41402695716899
5.3646,-62.62882797619382
5.3647,-65.94592791997106
5.3648,-65.25324677992067
5.3649,-65.53021093239487
5.365,-66.27421802493603
5.3651,-62.541517685287786
5.3652,-67.72332273886897
5.3653,-65.17075232931373
5.3654,-66.68702073163311
5.3655,-63.865543747876224
5.3656,-64.73217329027196
5.3657,-62.635428417922625
5.3658,-63.53089002054462
5.3659,-64.83680326133587
